Information in order to allow UNHCR to have a reasonable opportunity to take protective measures	0	c
or such other action as may be appropriate before any such disclosure is made.	0	s
2.5  The  Recipient  shall  not  be  precluded  from  disclosing  the  Confidential  Information  that  is  (i)	0	c
obtained  by  the  Recipient  without  restriction  from  a  third  party  who  is  not  in  breach  of  any	0	c
obligation as to confidentiality to the owner of such Confidential Information or any other person,	0	c
or (ii) disclosed by the Discloser to a third party without any obligation of confidentiality, or (iii)	0	c
previously  known  by  the  Recipient,  or  (iv)  at  any  time  is  developed  by  the  Recipient  completely	0	c
independently of any disclosures hereunder.	0	s
2.6  The  Recipient  will  not  copy  or  reproduce  the  Confidential  Information  except  as  reasonably	0	c
required for the purposes contemplated in this Agreement, and will ensure that any confidentiality	0	c
or other proprietary rights notices on the Confidential Information are reproduced on all copies.	27	s
3.  The Recipient acknowledges that UNHCR hereto makes no any representation or warranty, express or	0	c
implied, as to the accuracy or completeness of the Confidential Information.	0	s
4.  Nothing in this Agreement is to be construed as granting the Recipient, by implication or otherwise, any	0	c
right whatsoever with respect to the Confidential Information or part thereof.	0	s
5.  All Confidential Information in any form and any medium, including all copies thereof, disclosed to the	0	c
Recipient  shall  be  returned  to  UNHCR  or  destroyed: (a) if a business relationship is not entered into	0	c
with UNHCR on or before the date which is three (3) months after the date both Parties have signed the	0	c
Agreement; or (b) promptly upon request by the UNHCR at any time.	0	s
6.  The Recipient agrees to indemnify UNHCR in respect of any expenses, losses, damages, costs, claims	0	c
or  liability  UNHCR  may  suffer  or  incur  as  a  result  of  an  act  or  omission  by  the  Recipient  or  its	0	c
3	0	e
employees, consultants and agents in connection with the Confidential Information and the Recipient’s	0	c
obligations under this Agreement.	0	s
7.  Nothing in this Agreement shall be construed as obligating any Party to continue any discussions or to	0	c
enter into a business relationship.	0	s
8.  This  Agreement  shall  enter  into  force  on  the  date  it  is  signed  by  both  Parties.  Either  Party  may	0	c
terminate the working relationship contemplated by this Agreement by providing written notice to the	0	c
other,  provided,  however,  that  the  obligations  and  restrictions  hereunder  regarding  the  Confidential	0	c
Information  shall  remain  effective  following  any  such  termination  or  any  other  termination  or	0	c
expiration of this Agreement.	0	s
9.  Any  dispute,  controversy  or  claim  between  the  Parties  arising  out  of,  this  Agreement  or  the  breach,	0	c
termination or invalidity thereof, unless settled amicably within twenty (20) days after receipt by one	0	c
Party  of  the  other  Party's  request  for  such  amicable  settlement,  shall  be  referred  by  either  Party  to	0	c
arbitration in accordance with the UNCITRAL Arbitration Rules then obtaining, including provisions	0	c
on applicable law. The arbitral tribunal shall have no authority to award punitive damages.  In addition,	0	c
unless otherwise expressly provided in this Agreement, the arbitral tribunal shall have no authority to	0	c
award  interest.    The  Parties  shall  be  bound  by  any  arbitration  award  rendered  as  a  result  of  such	0	c
arbitration as the final adjudication of any such controversy, claim or dispute.	0	s
10.  Nothing  in  or  relating  to this Agreement shall be deemed a waiver, express or implied, of any of the	0	c
privileges and immunities of the United Nations, including UNHCR as its subsidiary organ.	0	s
11.  The Recipient shall not advertise or otherwise make public the fact that it has a confidential relationship	0	c
with UNHCR, nor shall the Recipient, in any manner whatsoever use the name, emblem, or official seal	0	c
of the United Nations or UNHCR, or any abbreviation of the name of the United Nations or UNHCR in	0	c
connection with its business or otherwise.	0	s
12.  If  any  provision  of  this  Agreement  shall  be  held  to  be  invalid,  illegal  or  unenforceable,  the  validity,	0	c
legality and enforceability of the remaining provisions shall not in any way be affected or impaired.	0	s
4	0	e
13.  This  Agreement  constitutes  the  entire  agreement  concerning  the  subject  matter  hereof  above  and	0	c
supersedes  all  prior  representations,  agreements  and  understandings,  whether  written  or  oral,  by  and	0	c
between the Parties on the subject hereof.	0	s
14.  The Parties acknowledge and agree that their representatives who have signed this Agreement had full	0	c
authority to do so and to fully bind the Party being represented by doing so.	-1	s
IN  WITNESS  WHEREOF,  the  Parties,  acting  through  their  authorized  representatives,  have  caused  this	0	c
Agreement to be signed on the dates set forth below:	-1	s
For and on behalf of UNHCR:                            For and on behalf of the Bidder:	0	x
________________________                             ________________________	0	x
  Name:                                                     Name:	0	x
Title:                                                        Title:	0	x
  Date:                                                        Date:	0	x
