E.     During  and  after  the  period  Supplier  is  providing  Supplier  services  to	0	c
Company,  Supplier  shall  not  produce,  provide,  or  sell  to  anyone,  other  than  Company,  any	0	c
Supplies which include or are produced with Confidential Information.	0	s
F.     In  addition,  Supplier  shall  not  and  warrants  that  anyone  obtain  the	0	c
Confidential Information disclosed hereunder by or through it, shall not:	0	d
(i)     Contest,  anywhere  in  the  world  at  any  time  in  the  future,  the	0	c
validity  of  Company’s  proprietary  rights  in,  or  any  Company  claim  to  the  ownership  or	0	c
inventorship of, any Confidential Information; or	0	s
(ii)    Attempt  to  or  actually  apply  for,  obtain  or  claim  ownership  of,	0	c
inventorship  in  or  right  to  use  of  any  proprietary  rights  in  any  Confidential  Information	0	c
(including, without limitation, any patents, copyrights, trademarks, service marks, trade dress, or	0	c
trade secret rights).	74	s
2	0	e
G.     All  improvements  to  Company  Products,  their  components,  or  their	0	c
underlying  technology  developed  during  the  performance  of  any  purchase  order  issued  by	0	c
Company to Supplier shall belong to Company.	0	s
H.     Supplier shall not disclose the Confidential Information to any person that	0	c
would result in a violation of United States or Canadian export or other law.	47	s
3.     Status of Supplier.  Supplier’s status at all times shall be that of an independent	0	c
contractor, and Supplier shall not be considered an agent, partner, representative, or employee of	0	c
Company  for  any  purposes  whatsoever.    This  Agreement  shall  not  create  an  obligation  on  the	0	c
part  of  Company  to  acquire  or  purchase  the  Supplies  from  Supplier.    If  Company  accepts	0	c
Supplier  as  an  approved  supplier  for  Supplies,  any  supply  of  such  Supplies  shall  be  under	0	c
Company’s  standard  General  Terms  and  Conditions  of  Purchase  without  the  need  for  further	0	c
adoption  of  such  terms  and  conditions.    Supplier  shall  not  advertise  nor  disclose  that  it  is  a	0	c
potential supplier or a supplier of Supplies to Company.	0	s
4.     Miscellaneous.	0	d
A.     Supplier has not relied on any representation of Company not contained in	0	c
this Agreement.	0	s
B.     The  unenforceability  of  any  provision  of  this  Agreement  shall  not  affect	0	c
the other provisions and the unenforceable clause shall be deemed deleted and shall be deleted	0	c
by the court.	0	s
C.     This  Agreement  constitutes  the  entire  agreement  between  the  parties	0	c
respecting  the  subject  matter  hereof  and  supersedes  all  prior  agreements  between  the  parties	0	c
relating  to  the  subject  matter  hereof,  whether  written  or  oral.    It  is  effective  on  execution  by	0	c
Supplier.    No  waiver  or  modification  of  the  terms  of  this  Agreement  shall  be  valid  unless  in	0	c
writing and duly executed by Supplier and Company.  This Agreement shall be cumulative with	0	c
all  other  rights  of  Company  under  any  existing  or  future  agreements  between  Company  and	0	c
Supplier unless specifically waived by Company.	0	s
D.     This  Agreement  shall  be  construed  under  the  laws  of  the  State  of	0	c
Michigan, notwithstanding principles of Michigan or any other state, provided Company may in	0	c
any  enforcement  action  elect  to  have  the  law  of  the  forum  jurisdiction  to  apply.    The  parties	0	c
irrevocably  consent  to  the  exclusive  jurisdiction  of  the  courts  of  the  jurisdiction  in  which	0	c
Company  has  an  office  to  resolve  all  issues  related  to  or  arising from  this  Agreement  and  any	0	c
business  relationship  arising  from  or  related  to  this  Agreement.    If  the  law  applicable  to  any	0	c
enforcement proceeding limits the class of information and materials protectible by contract to	0	c
trade secrets or other class of information, the term “Confidential Information” shall be limited	0	c
to  those  classes  of  information  and  materials.    If  the  law  applicable  to  any  enforcement	0	c
proceeding  requires  a  temporal  limitation,  the  period  after  termination  for  which  Supplier  is	0	c
restricted  in  use  or  disclosure  of  Confidential  Information  which  is  not  a  trade  secret  shall  be	0	c
limited to any specific maximum permitted by law or five years from the date of termination.  If	0	c
the  law  applicable  to  any  enforcement  proceeding  requires  a  geographic  limitation,  the  area  in	0	c
which Supplier is restricted in its use or disclosure of Confidential Information shall be limited to	0	c
3	0	e
only those states and countries in which Company or a supplier or customer of Company shall	0	c
have  an  office  or  other  facility  during  the  restricted  period.    If  the  law  applicable  to  any	0	c
enforcement proceeding requires a limitation on the scope of any restriction, such restriction in	0	c
the Agreement is limited to those activities which Supplier has performed for Company and to	0	c
those customers of Company with which Supplier has had some contact during the engagement	0	c
with Company.	0	s
E.     The  interests  of  Company  in  the  Confidential  Information  cannot  be	0	c
adequately  protected  by  a  remedy  at  law.    This  Agreement  may  be  enforced  by  preliminary	0	c
injunction as well as other available equitable and legal remedies.	0	s
F.     This  Agreement  is  not  assignable  by  Supplier.    This  Agreement  binds	0	c
Supplier  and  its  affiliated  companies  upon  execution  by  Supplier  whether  or  not  executed  by	0	c
Company.	0	s
G.     All notices required hereunder shall be in writing and hand delivered, sent	0	c
by facsimile or mailed via first class mail with postage prepaid to the other party at its principal	0	c
business  address  or  at  such  other  address  as  the  parties  may  advise  one  another  from  time  to	0	c
time.	-1	s
 (“Supplier”)	0	x
By:	0	x
Its:	0	x
Address:	0	x
Fax Number:	0	x
Date:	0	x
Accepted:	0	x
KSR INTERNATIONAL CO. (“Company”)	0	x
By:	0	x
Its:	0	x
Address:	0	x
Fax Number:	0	x
(1169951.1)	0	x
4	0	x
